140972232	VEHICLE THEFT	STOLEN AUTOMOBILE	Sunday	11/15/2014	14:45	RICHMOND	NONE	PINE ST / LYON ST	-122.4452088771	37.7864805371	(37.7864805371233, -122.445208877106)
140970054	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE	Sunday	11/15/2014	00:20	PARK	ARREST, BOOKED	500.0 Block of DIVISADERO ST	-122.4375739144	37.7740796465	(37.7740796465006, -122.437573914429)
140971369	LARCENY/THEFT	GRAND THEFT FROM A BUILDING	Sunday	11/15/2014	01:00	SOUTHERN	NONE	1200.0 Block of MARKET ST	-122.4159936424	37.7777782991	(37.7777782990652, -122.415993642418)
140972765	VEHICLE THEFT	STOLEN TRUCK	Sunday	11/15/2014	22:00	BAYVIEW	NONE	100.0 Block of DOLPHIN CT	-122.3714600267	37.7281535426	(37.7281535426007, -122.371460026734)
140971074	VEHICLE THEFT	STOLEN AUTOMOBILE	Sunday	11/15/2014	04:00	INGLESIDE	NONE	600.0 Block of CHENERY ST	-122.4322544874	37.7344555732	(37.7344555732081, -122.432254487432)
140971892	NON-CRIMINAL	AIDED CASE, DOG BITE	Sunday	11/15/2014	16:30	PARK	NONE	700.0 Block of STANYAN ST	-122.4532874602	37.7681235919	(37.7681235919409, -122.453287460171)
140972000	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Sunday	11/15/2014	17:23	MISSION	NONE	2400.0 Block of MISSION ST	-122.4187849769	37.7572454316	(37.7572454316327, -122.418784976865)
140970349	VEHICLE THEFT	STOLEN AUTOMOBILE	Sunday	11/15/2014	03:36	BAYVIEW	NONE	0.0 Block of ESPANOLA ST	-122.379651896	37.7316836604	(37.731683660382, -122.379651895994)
140971676	ASSAULT	THREATS AGAINST LIFE	Sunday	11/15/2014	09:26	BAYVIEW	NONE	200.0 Block of TOCOLOMA AV	-122.3981990958	37.7118016026	(37.7118016026439, -122.398199095767)
140971767	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED	Sunday	11/15/2014	16:06	SOUTHERN	NONE	0.0 Block of LAFAYETTE ST	-122.4163261479	37.7725095817	(37.7725095816727, -122.41632614794)
140972793	NON-CRIMINAL	FOUND PROPERTY	Sunday	11/15/2014	21:00	PARK	NONE	3600.0 Block of 16TH ST	-122.4331109755	37.7642258384	(37.7642258384357, -122.433110975545)
140967136	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	03:48	CENTRAL	NONE	600.0 Block of LEAVENWORTH ST	-122.4149357746	37.7869348075	(37.7869348074983, -122.414935774638)
140971472	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	17:00	TARAVAL	NONE	42ND AV / KIRKHAM ST	-122.5015028151	37.7587444132	(37.7587444132405, -122.501502815129)
140971632	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Saturday	11/14/2014	11:59	CENTRAL	NONE	600.0 Block of DAVIS ST	-122.3985476758	37.7983416341	(37.7983416341005, -122.398547675775)
140968009	WARRANTS	WARRANT ARREST	Saturday	11/14/2014	12:08	BAYVIEW	ARREST, BOOKED	100.0 Block of NORTHRIDGE RD	-122.3774743122	37.730991489	(37.7309914890251, -122.377474312182)
140969239	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	Saturday	11/14/2014	18:55	SOUTHERN	ARREST, BOOKED	1000.0 Block of MARKET ST	-122.4113373969	37.7813620638	(37.7813620638223, -122.411337396938)
140970656	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	22:00	INGLESIDE	NONE	SANTAYNEZ AV / CAPISTRANO AV	-122.4393378665	37.7241585994	(37.724158599444, -122.439337866455)
140968269	VEHICLE THEFT	STOLEN AND RECOVERED VEHICLE	Saturday	11/14/2014	02:00	MISSION	NONE	500.0 Block of HAMPSHIRE ST	-122.4083100974	37.7627315967	(37.7627315966929, -122.408310097436)
140969364	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES	Saturday	11/14/2014	19:27	PARK	ARREST, BOOKED	1800.0 Block of HAIGHT ST	-122.4531184452	37.7692460143	(37.7692460142737, -122.453118445216)
140969994	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Saturday	11/14/2014	23:50	BAYVIEW	ARREST, BOOKED	500.0 Block of BARNEVELD AV	-122.404425671	37.7397556414	(37.7397556413548, -122.404425671001)
140968009	TRESPASS	TRESPASSING	Saturday	11/14/2014	12:08	BAYVIEW	ARREST, BOOKED	100.0 Block of NORTHRIDGE RD	-122.3774743122	37.730991489	(37.7309914890251, -122.377474312182)
140967211	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	03:50	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140967324	VEHICLE THEFT	STOLEN TRUCK	Saturday	11/14/2014	05:00	BAYVIEW	NONE	16TH ST / 3RD ST	-122.3891030328	37.7669037252	(37.7669037252218, -122.389103032813)
140971579	VEHICLE THEFT	STOLEN TRUCK	Saturday	11/14/2014	16:00	TARAVAL	NONE	1400.0 Block of 35TH AV	-122.483450441	37.7612004626	(37.7612004625676, -122.483450441046)
140967136	ROBBERY	CARJACKING WITH A DANGEROUS WEAPON	Saturday	11/14/2014	03:48	CENTRAL	NONE	600.0 Block of LEAVENWORTH ST	-122.4149357746	37.7869348075	(37.7869348074983, -122.414935774638)
146239448	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Saturday	11/14/2014	13:00	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140969239	WARRANTS	WARRANT ARREST	Saturday	11/14/2014	18:55	SOUTHERN	ARREST, BOOKED	1000.0 Block of MARKET ST	-122.4113373969	37.7813620638	(37.7813620638223, -122.411337396938)
140968203	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Saturday	11/14/2014	12:40	SOUTHERN	ARREST, BOOKED	1100.0 Block of MARKET ST	-122.4124995791	37.7804430349	(37.7804430348854, -122.412499579078)
140969364	WARRANTS	WARRANT ARREST	Saturday	11/14/2014	19:27	PARK	ARREST, BOOKED	1800.0 Block of HAIGHT ST	-122.4531184452	37.7692460143	(37.7692460142737, -122.453118445216)
140971911	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	19:00	NORTHERN	NONE	2300.0 Block of WEBSTER ST	-122.432807016	37.7919121745	(37.7919121745333, -122.432807016037)
146239250	LARCENY/THEFT	GRAND THEFT OF PROPERTY	Saturday	11/14/2014	12:00	MISSION	NONE	500.0 Block of CASTRO ST	-122.4349984967	37.7603867344	(37.7603867344175, -122.434998496729)
140968849	VANDALISM	MALICIOUS MISCHIEF, VANDALISM	Saturday	11/14/2014	16:40	SOUTHERN	JUVENILE BOOKED	800.0 Block of MARKET ST	-122.4066595174	37.7850491023	(37.7850491022993, -122.406659517434)
140969091	TRESPASS	TRESPASSING	Saturday	11/14/2014	17:36	TARAVAL	ARREST, BOOKED	2600.0 Block of 19TH AV	-122.475434169	37.7375751247	(37.7375751246975, -122.47543416897)
140970480	VEHICLE THEFT	STOLEN TRUCK	Saturday	11/14/2014	17:30	BAYVIEW	NONE	1900.0 Block of CARROLL AV	-122.39961202	37.7287533946	(37.728753394569, -122.399612019953)
140969358	OTHER OFFENSES	FAILURE TO REGISTER AS SEX OFFENDER	Saturday	11/14/2014	20:01	SOUTHERN	ARREST, BOOKED	800.0 Block of BRYANT ST	-122.403675174	37.775177506	(37.7751775060495, -122.403675173997)
140970822	VEHICLE THEFT	STOLEN TRUCK	Saturday	11/14/2014	20:00	RICHMOND	NONE	100.0 Block of 4TH AV	-122.4732244406	37.7852593446	(37.7852593446364, -122.473224440577)
140971212	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	10:00	INGLESIDE	NONE	0.0 Block of MIRABEL AV	-122.4162301679	37.7465854004	(37.7465854003649, -122.416230167911)
140967324	VEHICLE THEFT	STOLEN AND RECOVERED VEHICLE	Saturday	11/14/2014	05:00	BAYVIEW	NONE	16TH ST / 3RD ST	-122.3891030328	37.7669037252	(37.7669037252218, -122.389103032813)
140968350	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	12:30	INGLESIDE	NONE	4900.0 Block of MISSION ST	-122.4389077775	37.7193144435	(37.7193144435127, -122.438907777456)
140968203	OTHER OFFENSES	PROBATION VIOLATION	Saturday	11/14/2014	12:40	SOUTHERN	ARREST, BOOKED	1100.0 Block of MARKET ST	-122.4124995791	37.7804430349	(37.7804430348854, -122.412499579078)
146239404	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Saturday	11/14/2014	07:00	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140967506	VEHICLE THEFT	STOLEN AUTOMOBILE	Saturday	11/14/2014	00:01	PARK	NONE	MCALLISTER ST / BRODERICK ST	-122.4400304159	37.7775861617	(37.7775861616591, -122.440030415903)
146239454	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Saturday	11/14/2014	18:45	SOUTHERN	NONE	0.0 Block of 12TH ST	-122.4186503205	37.7730298521	(37.773029852098, -122.418650320466)
140971228	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	Saturday	11/14/2014	16:00	CENTRAL	NONE	400.0 Block of STOCKTON ST	-122.4070059127	37.7898710452	(37.7898710452058, -122.40700591265)
140963811	WARRANTS	WARRANT ARREST	Friday	11/13/2014	01:30	PARK	NONE	MARKET ST / CASTRO ST	-122.4351876993	37.7626702771	(37.7626702771169, -122.435187699349)
140964938	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Friday	11/13/2014	11:45	MISSION	NONE	26TH ST / VALENCIA ST	-122.4203547809	37.7489063052	(37.7489063052125, -122.420354780861)
146238882	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Friday	11/13/2014	10:00	CENTRAL	NONE	300.0 Block of SUTTER ST	-122.4056166887	37.7896372396	(37.7896372395649, -122.405616688726)
146239169	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	22:00	SOUTHERN	NONE	TOWNSEND ST / 3RD ST	-122.3927535736	37.7788518671	(37.7788518670524, -122.392753573574)
140966592	VEHICLE THEFT	STOLEN AUTOMOBILE	Friday	11/13/2014	19:30	NORTHERN	NONE	GOUGH ST / SACRAMENTO ST	-122.4258049253	37.7908727425	(37.7908727425457, -122.425804925314)
146239266	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	18:00	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140966188	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Friday	11/13/2014	18:00	MISSION	NONE	2300.0 Block of 16TH ST	-122.4092160714	37.7657158875	(37.7657158874944, -122.409216071434)
140964568	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	01:00	SOUTHERN	NONE	6TH ST / TOWNSEND ST	-122.3994364668	37.7735747122	(37.7735747122216, -122.399436466798)
146238973	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	18:00	CENTRAL	NONE	900.0 Block of SACRAMENTO ST	-122.4083167609	37.7930688256	(37.7930688255795, -122.408316760943)
146239244	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	18:00	RICHMOND	NONE	0.0 Block of BLAKE ST	-122.4512718763	37.783430359	(37.7834303590285, -122.45127187632)
140963805	WARRANTS	WARRANT ARREST	Friday	11/13/2014	01:32	MISSION	ARREST, BOOKED	900.0 Block of VALENCIA ST	-122.421077559	37.7569156792	(37.7569156792476, -122.421077558957)
140971096	FORGERY/COUNTERFEITING	MONEY, CHANGING FACE AMOUNT	Friday	11/13/2014	10:00	CENTRAL	NONE	1600.0 Block of THE EMBARCADERONORTH ST	-122.4048645327	37.8064164582	(37.8064164582386, -122.404864532748)
146239131	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	23:30	SOUTHERN	NONE	0.0 Block of DORE ST	-122.4403001064	37.7631854299	(37.7631854299072, -122.440300106415)
146238901	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	15:50	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
146238945	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Friday	11/13/2014	17:15	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140965914	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Friday	11/13/2014	17:45	PARK	NONE	1500.0 Block of HAIGHT ST	-122.4481242713	37.7698213717	(37.769821371724, -122.448124271323)
140965613	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Friday	11/13/2014	11:30	PARK	NONE	2200.0 Block of GEARY BL	-122.4401395045	37.7832591173	(37.7832591173474, -122.440139504522)
140963811	ROBBERY	ROBBERY, BODILY FORCE	Friday	11/13/2014	01:30	PARK	NONE	MARKET ST / CASTRO ST	-122.4351876993	37.7626702771	(37.7626702771169, -122.435187699349)
140966241	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	20:36	MISSION	NONE	2000.0 Block of MARKET ST	-122.426893114	37.7691618402	(37.7691618402243, -122.426893114012)
140971494	VEHICLE THEFT	STOLEN TRUCK	Friday	11/13/2014	17:00	RICHMOND	NONE	300.0 Block of 17TH AV	-122.4761064575	37.7815376545	(37.7815376545127, -122.476106457517)
140964182	ASSAULT	BATTERY	Friday	11/13/2014	08:00	CENTRAL	NONE	100.0 Block of JASPER PL	-122.4082908055	37.8008758684	(37.8008758683653, -122.408290805518)
140964091	NON-CRIMINAL	AIDED CASE, DOG BITE	Friday	11/13/2014	07:00	RICHMOND	NONE	4100.0 Block of ANZA ST	-122.4925764083	37.7777656905	(37.777765690467, -122.492576408292)
140967192	VEHICLE THEFT	STOLEN AUTOMOBILE	Friday	11/13/2014	23:30	MISSION	NONE	300.0 Block of BARTLETT ST	-122.4195623262	37.7517650242	(37.7517650241954, -122.419562326236)
140965328	NON-CRIMINAL	AIDED CASE	Friday	11/13/2014	14:03	SOUTHERN	NONE	STOCKTON ST / MARKET ST	-122.4058324745	37.7857446546	(37.7857446545905, -122.405832474482)
140965061	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Friday	11/13/2014	12:35	PARK	NONE	200.0 Block of PARNASSUS AV	-122.4525918058	37.7645410987	(37.7645410987431, -122.452591805807)
140965685	WARRANTS	ENROUTE TO PAROLE OFFICER	Friday	11/13/2014	16:16	SOUTHERN	NONE	13TH ST / MISSION ST	-122.4200101756	37.7701099298	(37.7701099298471, -122.420010175609)
140965328	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED	Friday	11/13/2014	14:03	SOUTHERN	NONE	STOCKTON ST / MARKET ST	-122.4058324745	37.7857446546	(37.7857446545905, -122.405832474482)
140963849	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED	Friday	11/13/2014	01:00	INGLESIDE	NONE	300.0 Block of FRANCE AV	-122.436007319	37.7187849076	(37.7187849075588, -122.436007318991)
146239391	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Friday	11/13/2014	21:00	CENTRAL	NONE	STOCKTON ST / GEARY ST	-122.4065922698	37.7875673013	(37.7875673013351, -122.406592269796)
140963899	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	00:30	NORTHERN	NONE	POLK ST / SUTTER ST	-122.4201203192	37.7877570603	(37.7877570602708, -122.420120319204)
140964687	LARCENY/THEFT	GRAND THEFT PURSESNATCH	Friday	11/13/2014	11:00	RICHMOND	NONE	3400.0 Block of CALIFORNIA ST	-122.4511746161	37.7866609106	(37.7866609106256, -122.451174616054)
140967766	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	Friday	11/13/2014	13:00	NORTHERN	NONE	1700.0 Block of POLK ST	-122.4211566501	37.7926689656	(37.7926689656298, -122.421156650134)
140969966	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	Friday	11/13/2014	22:30	MISSION	NONE	2300.0 Block of MARKET ST	-122.4350163478	37.7628390899	(37.7628390898909, -122.435016347761)
140964552	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	Friday	11/13/2014	10:30	SOUTHERN	NONE	700.0 Block of CLEMENTINA ST	-122.4107917996	37.775239572	(37.7752395719622, -122.410791799635)
140968178	VEHICLE THEFT	STOLEN TRUCK	Friday	11/13/2014	22:00	INGLESIDE	NONE	900.0 Block of CAYUGA AV	-122.4389906172	37.7235560503	(37.7235560502548, -122.438990617222)
140965356	LARCENY/THEFT	GRAND THEFT OF PROPERTY	Friday	11/13/2014	03:00	CENTRAL	NONE	700.0 Block of POST ST	-122.4135380127	37.7876066652	(37.7876066651776, -122.413538012694)
140964148	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED	Friday	11/13/2014	07:58	MISSION	NONE	600.0 Block of POTRERO AV	-122.4072894425	37.7615236012	(37.761523601198, -122.407289442545)
140965992	NON-CRIMINAL	AIDED CASE, DOG BITE	Friday	11/13/2014	17:30	PARK	NONE	100.0 Block of JOHNFKENNEDY DR	-122.4575534592	37.7712007066	(37.771200706576, -122.457553459243)
146239153	VANDALISM	MALICIOUS MISCHIEF, VANDALISM	Friday	11/13/2014	22:30	SOUTHERN	NONE	LANGTON ST / FOLSOM ST	-122.4083833731	37.7763172147	(37.7763172146551, -122.40838337313)
140966536	VEHICLE THEFT	STOLEN AUTOMOBILE	Friday	11/13/2014	17:00	TARAVAL	NONE	1800.0 Block of OCEAN AV	-122.4619952378	37.725233523	(37.7252335229683, -122.461995237826)
140966752	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Friday	11/13/2014	22:00	INGLESIDE	NONE	4900.0 Block of MISSION ST	-122.4389077775	37.7193144435	(37.7193144435127, -122.438907777456)
140963861	ARSON	ARSON	Friday	11/13/2014	02:30	TARAVAL	NONE	800.0 Block of LAWTON ST	-122.4721443044	37.7589656863	(37.7589656862667, -122.472144304357)
140965635	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED	Friday	11/13/2014	15:52	SOUTHERN	NONE	0.0 Block of 6TH ST	-122.4095666928	37.7816986728	(37.7816986728104, -122.409566692763)
140966304	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Friday	11/13/2014	08:21	BAYVIEW	NONE	600.0 Block of DEHARO ST	-122.4012164235	37.7615905151	(37.7615905151221, -122.401216423456)
140964621	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	Friday	11/13/2014	10:45	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140967409	VEHICLE THEFT	STOLEN AUTOMOBILE	Friday	11/13/2014	23:00	TARAVAL	NONE	2400.0 Block of 22ND AV	-122.4788326042	37.7412891531	(37.7412891531118, -122.478832604209)
140965243	MISSING PERSON	MISSING JUVENILE	Friday	11/13/2014	11:30	TARAVAL	NONE	200.0 Block of CRESTLAKE DR	-122.4851015469	37.7349620785	(37.7349620785239, -122.485101546917)
146239181	VANDALISM	MALICIOUS MISCHIEF, VANDALISM	Friday	11/13/2014	20:00	SOUTHERN	NONE	300.0 Block of KING ST	-122.3958466236	37.7748903016	(37.7748903015943, -122.395846623551)
140966285	MISSING PERSON	MISSING JUVENILE	Friday	11/13/2014	19:15	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140965992	ASSAULT	BATTERY	Friday	11/13/2014	17:30	PARK	NONE	100.0 Block of JOHNFKENNEDY DR	-122.4575534592	37.7712007066	(37.771200706576, -122.457553459243)
140963720	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION	Friday	11/13/2014	00:04	MISSION	NONE	2100.0 Block of MARKET ST	-122.4291168571	37.7673243349	(37.767324334923, -122.42911685705)
140966354	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Friday	11/13/2014	19:40	INGLESIDE	NONE	5200.0 Block of MISSION ST	-122.4420516151	37.715354211	(37.7153542110248, -122.442051615089)
146239410	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Friday	11/13/2014	20:30	CENTRAL	NONE	1000.0 Block of COLUMBUS AV	-122.4153207732	37.8038907989	(37.8038907988971, -122.415320773161)
146239460	NON-CRIMINAL	LOST PROPERTY	Friday	11/13/2014	19:12	SOUTHERN	NONE	MARKET ST / 3RD ST	-122.4034340867	37.7876430502	(37.7876430502097, -122.403434086745)
140965594	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE	Friday	11/13/2014	15:36	SOUTHERN	NONE	MARKET ST / JONES ST	-122.4119794875	37.7809039697	(37.7809039697055, -122.411979487494)
140967976	VEHICLE THEFT	STOLEN MOTORCYCLE	Friday	11/13/2014	17:00	NORTHERN	NONE	600.0 Block of OAK ST	-122.4301890583	37.7740868696	(37.7740868695644, -122.430189058298)
140965328	MISSING PERSON	FOUND PERSON	Friday	11/13/2014	14:03	SOUTHERN	NONE	STOCKTON ST / MARKET ST	-122.4058324745	37.7857446546	(37.7857446545905, -122.405832474482)
140966627	VEHICLE THEFT	STOLEN AUTOMOBILE	Friday	11/13/2014	08:30	BAYVIEW	NONE	1300.0 Block of SILVER AV	-122.4103620745	37.7311025694	(37.7311025694355, -122.410362074523)
140965243	MISSING PERSON	FOUND PERSON	Friday	11/13/2014	11:30	TARAVAL	NONE	200.0 Block of CRESTLAKE DR	-122.4851015469	37.7349620785	(37.7349620785239, -122.485101546917)
140964728	ASSAULT	BATTERY OF A POLICE OFFICER	Friday	11/13/2014	10:02	MISSION	ARREST, BOOKED	2700.0 Block of BRYANT ST	-122.4087911114	37.7506702414	(37.7506702414211, -122.408791111412)
146238923	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Friday	11/13/2014	11:00	SOUTHERN	NONE	0.0 Block of FREMONT ST	-122.3975283506	37.7911731626	(37.7911731626022, -122.397528350633)
140967813	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	Friday	11/13/2014	13:00	RICHMOND	NONE	300.0 Block of 23RD AV	-122.4825582956	37.7815864802	(37.7815864802096, -122.482558295597)
146238951	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Friday	11/13/2014	04:00	SOUTHERN	NONE	0.0 Block of BLUXOME ST	-122.3957490895	37.7776494418	(37.7776494417824, -122.395749089462)
140966291	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED	Friday	11/13/2014	20:16	MISSION	NONE	0.0 Block of SHARON ST	-122.4298458293	37.7656561141	(37.7656561141377, -122.429845829345)
140963689	ROBBERY	ROBBERY ON THE STREET, STRONGARM	Friday	11/13/2014	00:06	PARK	NONE	HAIGHT ST / BELVEDERE ST	-122.449647663	37.7696619196	(37.7696619196143, -122.449647662955)
146239476	NON-CRIMINAL	LOST PROPERTY	Friday	11/13/2014	23:10	SOUTHERN	NONE	700.0 Block of HARRISON ST	-122.3977149166	37.7822500185	(37.7822500185002, -122.397714916577)
140965851	OTHER OFFENSES	RECKLESS DRIVING	Friday	11/13/2014	17:08	TENDERLOIN	NONE	0.0 Block of TURK ST	-122.4094970995	37.7832994391	(37.7832994391347, -122.409497099485)
140967603	VEHICLE THEFT	STOLEN AUTOMOBILE	Friday	11/13/2014	19:00	TARAVAL	NONE	2800.0 Block of JUDAH ST	-122.4924318044	37.7609085727	(37.7609085726757, -122.492431804382)
140961489	ROBBERY	ROBBERY ON THE STREET, STRONGARM	Thursday	11/12/2014	09:30	INGLESIDE	NONE	BOSWORTH ST / ROUSSEAU ST	-122.4302796126	37.7333118542	(37.7333118541647, -122.430279612614)
140965425	ROBBERY	ROBBERY ON THE STREET, STRONGARM	Thursday	11/12/2014	20:00	TENDERLOIN	NONE	GOLDEN GATE AV / JONES ST	-122.4122241647	37.7820729312	(37.7820729312326, -122.412224164736)
146239288	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Thursday	11/12/2014	18:30	MISSION	NONE	3200.0 Block of 20TH ST	-122.4129606012	37.7589668371	(37.758966837135, -122.412960601164)
140963203	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Thursday	11/12/2014	19:00	SOUTHERN	NONE	800.0 Block of HARRISON ST	-122.4002036434	37.7803769548	(37.7803769547509, -122.400203643392)
140962233	WEAPON LAWS	CARRYING A CONCEALED WEAPON	Thursday	11/12/2014	13:46	MISSION	JUVENILE BOOKED	MISSION ST / 24TH ST	-122.4184481861	37.7522391653	(37.7522391652921, -122.418448186101)
140963156	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED	Thursday	11/12/2014	19:24	SOUTHERN	NONE	800.0 Block of BRYANT ST	-122.4037429627	37.7752316978	(37.7752316978411, -122.403742962696)
140962647	LARCENY/THEFT	GRAND THEFT SHOPLIFTING	Thursday	11/12/2014	16:22	TENDERLOIN	ARREST, BOOKED	100.0 Block of OFARRELL ST	-122.4075678261	37.7865024401	(37.7865024401487, -122.407567826112)
